City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
252,port hardy,75,CA,1534986000,82,50.7,-127.42,62.6,9.17
253,canon city,0,US,1534988065,10,39.46,-117.13,67.5,5.53
254,santa quiteria do maranhao,0,BR,1534988113,68,-3.52,-42.55,78.21,9.55
255,ryotsu,0,JP,1534982400,66,38.08,138.43,87.8,6.93
256,pacific grove,20,US,1534985700,72,36.62,-121.92,69.8,10.29
257,kishi,92,NG,1534988114,98,9.08,3.85,71.46,6.08
258,obihiro,75,JP,1534982400,78,42.92,143.2,75.2,3.36
259,katsuura,75,JP,1534982400,70,33.93,134.5,86.0,16.11
260,saint augustine,40,TT,1534986000,94,10.65,-61.4,77.0,5.82
261,bushehr,0,IR,1534986000,66,28.97,50.84,87.8,4.41
262,nizhniy kuranakh,56,RU,1534988116,68,58.84,125.49,68.76,6.42
263,bonthe,92,SL,1534988116,100,7.53,-12.5,72.0,4.29
264,saint-augustin,0,FR,1534986000,73,44.83,-0.61,69.8,5.82
265,nizwa,36,OM,1534988116,47,22.93,57.53,77.22,1.05
266,kamenka,0,RU,1534988117,68,53.19,44.05,51.57,8.43
267,tiksi,92,RU,1534988117,97,71.64,128.87,45.63,9.1
268,saint anthony,1,US,1534985760,53,43.97,-111.68,66.92,8.05
269,vardo,1,US,1534986600,70,39.62,-77.74,77.0,8.05
270,riyadh,0,SA,1534986000,12,24.63,46.72,82.4,5.82
271,malim,8,NP,1534988118,89,26.88,88.04,75.6,1.72
272,makakilo city,40,US,1534985820,49,21.35,-158.09,87.98,9.17
273,henties bay,0,NA,1534988118,100,-22.12,14.28,47.97,4.41
274,caravelas,76,BR,1534988119,100,-17.73,-39.27,75.33,8.77
275,gazli,0,UZ,1534988119,35,40.13,63.45,67.86,11.01
276,san juan,20,PR,1534985760,74,18.47,-66.12,82.94,6.93
277,moose factory,1,CA,1534986000,67,51.26,-80.61,59.0,4.7
278,fuerte olimpo,44,BR,1534988123,93,-21.04,-57.87,57.69,2.73
279,saint-pierre,0,FR,1534986000,77,48.95,4.24,64.4,5.82
280,raca,0,RS,1534986000,100,44.23,20.98,62.6,4.74
281,san quintin,90,PH,1534982400,88,17.54,120.52,82.4,11.41
282,sedro-woolley,1,US,1534986000,41,48.5,-122.23,82.04,5.82
283,berdigestyakh,64,RU,1534988124,76,62.1,126.7,68.04,3.96
284,high level,90,CA,1534986000,81,58.52,-117.13,51.8,8.05
285,khorramshahr,0,IR,1534986000,27,30.43,48.18,89.6,9.17
286,san jose,92,PH,1534988126,100,15.79,120.99,76.05,4.41
287,emba,12,CY,1534986000,88,34.81,32.42,78.8,5.82
288,farcasu,0,RO,1534986000,88,44.6,23.75,68.0,8.05
289,kruisfontein,0,ZA,1534988126,100,-34.0,24.73,52.02,11.01
290,garango,80,BF,1534988127,96,11.8,-0.55,72.27,2.95
291,boa vista,20,BR,1534986000,74,2.82,-60.67,82.4,5.82
292,novopskov,0,UA,1534988128,68,49.54,39.1,48.87,5.53
293,shimoda,75,JP,1534984860,74,34.7,138.93,84.2,10.29
294,portland,90,US,1534985580,35,45.52,-122.67,91.04,6.93
295,waingapu,0,ID,1534988129,56,-9.65,120.26,84.33,9.33
296,zuwarah,0,LY,1534988129,100,32.93,12.08,76.05,6.08
297,muroto,75,JP,1534982400,70,33.37,134.14,86.0,8.05
298,sao filipe,92,CV,1534987940,100,14.9,-24.5,76.32,9.66
299,lunenburg,1,US,1534985760,75,42.59,-71.72,73.94,5.97
300,novyy urengoy,0,RU,1534988130,72,66.08,76.63,61.02,12.57
301,ferry pass,1,US,1534985760,67,30.51,-87.21,84.92,5.82
302,crotone,0,IT,1534988131,100,39.09,17.12,79.65,8.32
303,arlit,0,NE,1534988131,54,18.74,7.39,81.63,9.66
304,auki,8,NG,1534988131,97,12.18,6.51,69.84,6.64
305,ambilobe,0,MG,1534988134,72,-13.19,49.05,67.59,7.87
306,ilhabela,92,BR,1534988134,99,-23.78,-45.36,67.23,3.74
307,kirakira,32,SB,1534988135,100,-10.46,161.92,80.64,9.89
308,cidreira,36,BR,1534988135,98,-30.17,-50.22,52.56,16.93
309,chambas,40,CU,1534985400,78,22.19,-78.91,82.4,5.82
310,gat,68,SN,1534982400,83,14.69,-16.54,80.6,2.24
311,petatlan,75,MX,1534985220,62,17.52,-101.27,89.6,7.99
312,nha trang,8,VN,1534988136,71,12.24,109.19,88.02,8.99
313,hermosillo,75,MX,1534984800,52,29.09,-110.96,93.2,8.05
314,airai,0,TL,1534988137,51,-8.93,125.41,81.63,0.94
315,kahului,75,US,1534985760,67,20.89,-156.47,84.92,19.46
316,yeppoon,0,AU,1534986000,40,-23.13,150.74,73.4,8.05
317,manavgat,0,TR,1534985400,83,36.79,31.44,77.0,5.82
318,katima mulilo,0,NA,1534988138,53,-17.5,24.28,49.77,3.74
319,carutapera,0,BR,1534988139,89,-1.2,-46.02,77.4,8.1
320,yar-sale,0,RU,1534988139,83,66.83,70.83,58.86,13.35
321,haines junction,100,CA,1534987937,78,60.75,-137.51,48.42,2.51
322,half moon bay,20,US,1534986000,82,37.46,-122.43,75.02,6.93
323,vanavara,64,RU,1534988140,76,60.35,102.28,60.66,5.75
324,santander,20,PH,1534986000,66,9.42,123.33,87.8,6.93
325,amuntai,12,ID,1534988140,79,-2.42,115.25,84.87,2.95
326,esmeraldas,0,BR,1534986000,48,-19.76,-44.31,66.2,3.36
327,okhotsk,24,RU,1534988141,91,59.36,143.24,62.55,4.29
328,datong,8,CN,1534988141,65,40.09,113.3,71.37,3.85
329,sidi ali,0,DZ,1534988142,87,36.1,0.42,59.85,2.06
330,muravlenko,48,RU,1534988142,76,63.79,74.5,57.87,9.78
331,amahai,92,ID,1534988142,100,-3.31,129.0,78.75,11.45
332,santa isabel do rio negro,36,BR,1534988145,99,-0.41,-65.02,72.63,2.84
333,wageningen,0,NL,1534987560,100,51.98,5.66,57.2,2.24
334,svetlogorsk,40,RU,1534986000,58,53.14,59.15,55.4,6.71
335,paita,0,PE,1534988146,89,-5.09,-81.11,64.26,6.98
336,maniitsoq,92,GL,1534988146,99,65.42,-52.9,40.41,13.24
337,port augusta,90,AU,1534986000,67,-32.49,137.76,57.2,8.05
338,yulara,0,AU,1534986000,37,-25.24,130.99,55.4,14.99
339,hofn,48,IS,1534988148,100,64.25,-15.21,47.25,5.53
340,pulupandan,24,PH,1534988148,62,10.52,122.82,87.75,14.03
341,wajima,75,JP,1534986000,52,37.4,136.9,91.4,11.41
342,dnestrovsc,0,MD,1534986000,49,46.62,29.91,71.6,13.42
343,biak,48,ID,1534988149,83,-0.91,122.88,81.09,6.76
344,bam,0,IR,1534988149,22,29.11,58.36,70.38,5.75
345,tacoronte,68,ES,1534986000,40,28.48,-16.41,73.4,4.7
346,otavi,0,NA,1534988149,53,-19.64,17.34,44.19,2.06
347,adrar,0,DZ,1534986000,21,27.87,-0.29,93.2,10.29
348,srednekolymsk,0,RU,1534988150,61,67.46,153.71,57.51,3.18
349,belmonte,0,PT,1534988150,75,40.36,-7.35,61.47,2.62
350,san cristobal,75,EC,1534986000,76,-0.39,-78.55,51.8,18.34
351,callaway,1,US,1534986900,43,46.98,-95.91,75.02,9.22
352,birao,36,CF,1534988151,96,10.3,22.78,67.68,4.63
353,itoman,75,JP,1534985760,77,26.12,127.67,87.8,11.41
354,uch,0,FR,1534986000,73,45.32,-0.93,71.6,5.82
355,santona,76,ES,1534986000,100,43.44,-3.46,71.6,3.36
356,onguday,80,RU,1534988152,45,50.75,86.14,56.34,4.07
357,hangu,44,PK,1534988153,95,33.53,71.06,71.73,2.62
358,geraldton,75,CA,1534986000,59,49.72,-86.95,64.4,4.7
359,gorele,75,TR,1534985400,78,41.03,39.0,75.2,3.36
360,erenhot,12,CN,1534988154,52,43.65,111.97,78.39,4.85
361,hauterive,0,FR,1534986000,77,46.09,3.45,66.2,3.36
362,kerema,100,PG,1534988155,96,-7.96,145.78,74.25,2.84
363,jalu,0,LY,1534988155,48,29.03,21.55,78.75,3.51
364,inhambane,0,MZ,1534988155,100,-23.87,35.38,69.12,8.43
365,kenai,1,US,1534985760,69,60.55,-151.26,69.08,16.11
366,joshimath,100,IN,1534988156,100,30.57,79.57,37.26,1.39
367,hamilton,20,CA,1534986000,72,43.26,-79.87,66.2,6.93
368,talnakh,0,RU,1534988157,71,69.49,88.39,59.04,3.62
369,egvekinot,0,RU,1534988158,68,66.32,-179.17,55.26,6.31
370,victoria,75,BN,1534986000,100,5.28,115.24,77.0,3.36
371,atbasar,0,KZ,1534988159,76,51.81,68.36,62.64,6.64
372,bulembu,12,SZ,1534986000,67,-25.95,31.13,60.8,2.24
373,hohhot,0,CN,1534986000,64,40.81,111.65,68.0,2.24
374,halifax,90,CA,1534986000,100,44.65,-63.58,69.8,20.8
375,rehoboth,0,NA,1534988160,63,-23.31,17.08,25.83,2.84
376,beloha,0,MG,1534988160,79,-25.17,45.06,52.83,2.73
377,sehithwa,0,BW,1534988161,43,-20.47,22.7,57.6,8.99
378,burdur,20,TR,1534985400,46,37.72,30.29,73.4,5.82
379,baruun-urt,24,MN,1534988161,56,46.68,113.28,76.32,5.97
380,fagernes,0,NO,1534988161,85,60.99,9.24,34.47,3.18
381,toyooka,75,JP,1534986000,58,35.55,134.82,95.0,11.41
382,nantucket,20,US,1534986900,97,41.28,-70.1,73.94,11.41
383,martaban,92,MM,1534988162,100,16.53,97.61,76.32,5.08
384,puerto escondido,75,MX,1534984860,70,15.86,-97.07,86.0,14.7
385,port moresby,40,PG,1534986000,70,-9.47,147.16,84.2,5.82
386,malinovskiy,0,RU,1534988163,83,54.15,34.53,44.73,6.31
387,kumluca,0,TR,1534988020,82,36.37,30.29,50.49,1.39
